canary															
8	1967	2014													
1973	36002	31371	40838	45063	39327	64503	71080								
1974	36043	32096	41728	45835	40102	67315	73085								
1975	36335	33298	42964	46972	41162	71892	76976								
1976	37154	35254	44708	48588	42648	78168	82643								
1977	39212	37731	46513	50426	44432	85235	88215								
1978	39551	39189	46992	51386	45292	90150	91905								
1979	39241	39316	45740	51001	45073	91555	92297								
1980	37259	38031	42950	49123	43610	86939	86310								
1981	30345	32253	35643	42492	37174	73220	73064								
1982	22315	25329	27652	34716	29778	57224	57897								
1983	15526	19457	20920	27663	22991	43208	45665								
1984	13604	17592	19341	25244	20929	40132	43126								
1985	13040	17055	18880	24086	19978	39207	42634								
1986	12677	16665	18776	23757	19618	39871	43349								
1987	13363	16480	19145	24357	20019	41065	44068								
1988	13540	15782	19189	24756	20248	40482	42699								
1989	13559	14978	18967	24891	20288	39853	41799								
1990	12361	13019	17554	23705	19194	36407	38959								
1991	11190	11552	16351	22428	18185	33343	36006								
1992	10762	11078	15793	21660	17627	31908	35142								
1993	10227	10632	15011	20622	16799	30207	34248								
1994	9597	9860	13737	19016	15458	27255	31960								
1995	9249	9533	12881	17848	14507	25465	31043								
1996	8820	8985	11936	16806	13597	23851	30276								
1997	8508	8664	11474	16474	13266	23145	30326								
1998	-1	8262	11167	16406	13104	22363	30082								
1999	-1	8223	11219	16567	13149	22545	30331								
2000	-1	-1	10835	16306	12852	22270	30274								
2001	-1	-1	10268	15664	12294	21732	30245								
2002	-1	-1	9951	15241	12000	22074	30978								
2003	-1	-1	-1	15138	12024	23491	32618								
2004	-1	-1	-1	15337	12259	25652	34770								
2005	-1	-1	-1	-1	12735	28441	37080								
2006	-1	-1	-1	-1	13403	31178	39164								
2007	-1	-1	-1	-1	14171	33350	40825								
2008	-1	-1	-1	-1	14908	34728	42031								
2009	-1	-1	-1	-1	15625	35545	43110								
2010	-1	-1	-1	-1	-1	36063	44280								
2011	-1	-1	-1	-1	-1	36342	45813								
2012	-1	-1	-1	-1	-1	-1	47912								
2013	-1	-1	-1	-1	-1	-1	51215								
2014	-1	-1	-1	-1	-1	-1	55669								
yellowtail															
6	1967	2004													
-1	1991	1993	1996	1997	2000	2005									
1967	156605	141531	133954	128121	137590	105305									
1968	152766	135518	128449	125534	135210	105541									
